0,1
135110,52
135109,35
135107,39
135106,41
135105,27
135104,41
135103,12
135103,21
135103,27
135103,33
135102,39
135102,41
135102,53
135101,41
135101,53
135100,41
135100,53
135099,4
135099,21
135099,34
135099,42
135099,53
135099,57
135098,10
135098,34
135098,39
135098,53
135097,13
135097,14
135097,18
135097,20
135097,22
135097,41
135094,41
135093,41
135092,14
135092,41
135091,36
135091,54
135090,41
135089,48
135088,14
135086,12
135086,27
135085,27
135079,17
135075,48
135074,18
135073,7
135073,8
135072,36
135071,7
135071,8
135069,7
135061,18
135060,48
135059,7
135058,45
135057,7
135056,7
135055,41
135054,48
135053,14
135053,27
135053,45
135052,7
135052,8
135049,48
135048,7
135046,27
135044,17
135043,27
135043,45
135042,17
135041,7
135041,14
135039,48
135037,41
135036,7
135035,35
135034,36
135032,14
135032,18
135031,48
135030,13
135030,14
135029,7
135029,8
135028,41
135027,41
135026,7
135026,8
135025,41
135022,41
135021,27
135020,7
135020,41
135019,7
135018,41
135008,18
135007,7
135007,8
135007,41
135005,41
135004,7
135004,8
135003,17
135002,41
134999,36
134997,7
134997,13
134997,14
134990,7
134990,8
134989,41
134988,40
134986,34
134985,41
134984,35
134983,7
134983,8
134982,7
134982,8
134981,35
134980,48
134976,41
134976,40
134976,12
134973,41
134972,13
134972,14
134971,41
133049,39
133048,41
133047,2
133043,34
133039,26
133038,14
133037,41
133036,26
133035,16
133034,41
133033,2
133032,41
133031,41
133030,26
133029,7
133028,41
133027,14
133026,26
133020,2
133014,18
133010,35
133009,2
133008,2
133007,2
133000,26
132996,41
132995,2
132994,2
132993,41
132992,2
132986,41
132985,41
132980,41
132973,41
132972,41
132971,41
132970,2
132969,7
132968,7
132967,7
132966,7
132965,7
132964,7
132963,41
132962,12
132962,33
132961,41
132960,41
132959,41
132958,2
132957,2
132956,1
132955,8
132954,11
132953,41
132951,2
132950,41
132948,41
132947,41
132946,41
132945,41
132943,41
132942,41
132941,41
132940,12
132939,41
132938,41
132937,7
132936,41
132935,41
132934,41
132933,2
132932,41
132930,41
132929,41
132928,41
132927,41
132926,41
132925,41
132924,45
132923,26
132922,14
132921,7
132920,41
132919,41
132918,41
132917,2
132917,41
132916,2
132915,41
132914,41
132913,41
132912,41
132911,41
132910,41
132909,41
132908,41
132907,41
132906,41
132904,41
132903,41
132902,41
132901,47
132900,41
132899,41
132897,41
132896,41
132895,41
132894,41
132893,41
132892,17
132891,41
132890,41
132889,41
132888,0
132887,35
132886,2
132885,14
132875,36
132873,2
132872,2
132871,41
132870,12
132869,45
132868,41
132867,7
132867,41
132866,6
132866,14
132865,41
132864,41
132863,34
132862,34
132861,12
132860,34
132859,34
132858,12
132857,34
132856,35
132855,41
132854,34
132853,27
132852,39
132852,41
132851,2
132851,30
132846,34
132845,41
132843,41
132842,41
132841,41
132840,41
132839,41
132838,41
132837,41
132836,41
132835,41
132834,41
132833,41
132829,41
132828,41
132827,41
132825,41
132811,34
132810,57
132807,14
132806,41
132805,41
132804,7
132803,17
132802,17
132801,41
132799,3
132798,41
132797,14
132796,2
132795,2
132794,57
132793,41
132792,34
132791,41
132790,34
132789,41
132788,2
132787,34
132786,34
132785,41
132784,35
132783,34
132782,26
132781,41
132779,41
132778,41
132777,41
132776,41
132775,41
132774,2
132774,6
132774,11
132774,12
132774,13
132774,14
132774,22
132774,26
132774,41
132773,26
132773,41
132772,41
132771,36
132770,52
132769,41
132768,26
132767,58
132766,36
132765,41
132764,41
132763,41
132761,41
132760,41
132758,41
132757,41
132756,35
132755,41
132754,41
132753,41
132752,14
132751,12
132750,12
132749,41
132748,41
132747,17
132746,41
132745,2
132744,41
132743,41
132742,41
132741,41
132740,41
132739,41
132738,33
132737,41
132736,38
132735,41
132734,45
132733,45
132732,41
132725,27
132724,2
132723,41
132719,33
132718,33
132717,27
132715,41
132714,41
132713,2
132712,41
132711,41
132710,41
132709,41
132708,41
132707,41
132706,41
132705,41
132704,41
132703,41
132702,41
132701,41
132700,41
132699,41
132698,41
132697,41
132696,41
132695,41
132694,41
132693,7
132692,41
132691,41
132690,41
132689,2
132688,41
132687,36
132686,55
132685,9
132684,2
132683,2
132682,2
132681,41
132680,41
132679,2
132678,41
132677,41
132676,3
132675,41
132674,2
132673,41
132672,41
132671,3
132670,41
132669,41
132668,41
132667,3
132666,41
132665,41
132664,41
132663,41
132662,41
132658,2
132657,41
132655,2
132653,2
132652,41
132650,2
132649,41
132648,1
132646,41
132645,2
132643,41
132642,1
132640,2
132638,2
132637,41
132636,2
132635,2
132634,41
132632,41
132631,41
132630,41
132629,41
132628,35
132626,35
132625,41
132624,41
132623,41
132622,17
132621,41
132620,27
132619,41
132618,27
132617,41
132615,41
132614,41
132613,41
132612,45
132611,41
132610,41
132609,27
132608,41
132607,41
132606,2
132605,2
132604,14
132603,41
132602,41
132601,13
132600,2
132599,41
132598,41
132596,41
132595,41
132594,41
132593,41
132592,41
132591,41
132590,33
132589,14
132588,41
132587,2
132584,41
132583,2
132582,6
132581,21
132580,41
132579,27
132578,41
132577,27
132576,27
132575,22
132574,45
132573,33
132572,14
132560,47
132557,35
132555,34
132555,46
132555,57
132551,23
132550,35
132549,34
132548,34
132547,34
132546,34
132545,34
132544,29
132543,23
132542,34
132541,53
132540,23
132539,13
132538,34
132537,23
132536,23
132535,34
132533,29
132532,57
132531,9
132531,23
132530,13
132530,23
132529,34
132528,34
132527,29
132527,23
132526,34
132525,34
132524,34
132523,34
132522,34
132521,29
132521,23
132519,36
132518,36
132517,29
132514,23
132513,31
132511,31
132509,29
132493,48
132493,51
132493,53
132491,6
132491,13
132488,41
132487,51
132485,13
132484,35
132483,3
132483,31
132483,44
132482,31
132481,31
132479,31
132478,31
132477,17
132474,34
132474,47
132470,31
132469,31
132468,31
132464,31
132459,23
132458,25
132457,37
132456,37
132455,37
132454,37
132453,37
132452,37
132451,35
132450,23
132449,13
132449,23
132448,23
132447,34
132446,29
132445,13
132444,23
132443,29
132443,34
132442,29
132442,34
132441,23
132440,23
132439,29
132439,23
132438,40
132437,40
132436,34
132435,23
132434,23
132433,23
132432,13
132430,35
132429,23
132425,27
132421,35
132419,35
132419,40
132417,35
132417,40
132414,4
132413,2
132413,34
132410,8
132409,48
132408,23
132407,40
132406,49
132402,29
132399,13
132398,23
132396,34
132393,41
132392,18
132392,19
132389,32
132387,32
132386,32
132384,32
132381,45
132380,45
132377,32
132372,32
132367,32
132366,32
132365,32
132364,32
132363,32
132362,32
132361,32
132360,32
132359,32
132358,32
132357,32
132356,32
132355,32
132354,32
132353,32
132352,32
132351,32
132350,32
132349,32
132348,32
132347,32
132346,32
132345,32
132344,32
132343,32
132342,35
132341,36
132341,54
132339,2
132337,13
132336,2
132335,8
132333,36
132333,54
132332,34
132331,34
132330,34
132329,45
132329,20
132328,45
132328,20
132326,45
132324,34
132321,34
132319,29
132319,23
132318,40
132318,13
132317,29
132317,23
132316,23
132315,19
132312,17
132312,58
132310,51
132306,11
132302,2
132302,46
132300,45
132299,23
132298,34
132297,29
132296,9
132296,29
132296,23
132295,23
132294,50
132292,13
132289,18
132289,29
132284,45
132284,35
132283,13
132281,8
132280,2
132275,39
132274,41
132273,52
132273,39
132272,18
132271,8
132270,8
132269,17
132268,17
132266,17
132265,4
132262,17
132258,14
132258,46
132258,48
132257,8
132255,30
132255,8
132253,14
132253,46
132253,27
132250,24
132249,34
132247,45
132246,35
132246,40
132245,31
132244,29
132244,31
132244,35
132243,29
132243,35
132242,32
132240,2
132240,8
132239,12
132238,36
132238,54
132237,36
132237,48
132237,54
132235,2
132235,12
132234,35
132233,35
132232,35
132231,35
132230,35
132229,35
132228,15
132228,35
132226,2
132226,48
132225,17
132223,6
132223,13
132223,20
132221,2
132220,29
132218,23
132217,45
132217,35
132216,45
132216,35
132215,23
132214,2
132214,8
132213,13
132212,29
132211,29
132210,17
132209,17
132208,23
132207,34
132207,35
132206,34
132204,34
132203,23
132201,29
132192,23
132191,46
132187,13
132187,8
132186,45
132186,35
132184,35
132184,40
132182,35
132182,19
132180,35
132177,5
132177,13
132177,20
132175,17
132174,17
132171,4
132171,17
132167,8
132166,29
132166,34
132166,23
132165,34
132164,34
132163,13
132162,34
132161,29
132161,34
132160,23
132159,29
132157,32
132156,23
132155,29
132155,40
132147,45
132147,20
132146,20
132145,20
132138,6
132137,45
132137,20
132136,45
132133,36
132132,45
132131,35
132130,56
132128,57
132128,27
132127,24
132126,26
132126,41
132125,26
132125,41
132121,35
132120,4
132119,57
132118,57
132116,4
132115,4
132114,13
132109,57
132109,43
132108,36
132108,53
132108,54
132107,36
132106,57
132105,29
132103,35
132102,13
132101,2
132101,8
132100,2
132100,8
132098,23
132097,13
132096,23
132094,45
132092,26
132087,13
132083,34
132031,26
132031,31
132031,28
132030,29
132030,23
132028,35
132028,48
132026,23
132025,23
132024,48
132024,19
132023,29
132023,23
132022,23
132021,23
132020,34
132019,23
132018,23
132017,23
132016,34
132015,23
132014,23
132013,34
132012,29
132012,23
132010,40
132010,23
132009,34
132008,34
132007,40
132006,23
132005,29
132005,48
132004,48
132003,34
132002,48
132001,23
