placeID,rating,food_rating,service_rating
132560,0.5,1.0,0.25
132561,0.75,1.0,1.0
132564,1.25,1.25,1.5
132572,1.0,1.0,0.9333333333333333
132583,1.0,1.0,1.25
132584,1.3333333333333333,1.5,1.0
132594,0.6,1.2,0.6
132608,1.0,1.1666666666666667,0.8333333333333334
132609,0.6,0.6,0.6
132613,1.1666666666666667,1.3333333333333333,1.0
132626,1.25,1.0,1.0
132630,1.1666666666666667,1.1666666666666667,1.0
132654,0.25,0.25,0.25
132660,1.4,1.4,1.0
132663,0.5,0.5,0.6666666666666666
132665,0.8,0.8,1.0
132667,1.25,2.0,1.25
132668,1.0,1.0,1.0
132706,0.75,1.25,1.0
132715,1.0,1.0,0.5
132717,1.3333333333333333,1.3333333333333333,1.0
132723,1.4166666666666667,1.3333333333333333,1.25
132732,0.625,0.875,1.0
132733,1.3,1.3,1.2
132740,0.75,1.25,0.625
132754,1.4615384615384615,1.4615384615384615,1.3076923076923077
132755,1.8,2.0,1.6
132766,0.6666666666666666,1.0,0.6666666666666666
132767,1.1666666666666667,1.3333333333333333,1.1666666666666667
132768,1.6,1.7,1.4
132773,1.5,1.25,1.75
132825,1.28125,1.34375,0.9375
132830,0.9166666666666666,1.1666666666666667,0.9166666666666666
132834,1.0,1.12,0.88
132845,0.8,0.6,0.8
132846,1.4,1.4,1.2
132847,1.1666666666666667,1.3333333333333333,0.6666666666666666
132851,1.4285714285714286,1.0,1.0
132854,1.3333333333333333,1.6666666666666667,1.1666666666666667
132856,0.8571428571428571,1.1428571428571428,0.8571428571428571
132858,0.8,1.4,0.6
132861,1.4285714285714286,1.5714285714285714,1.4285714285714286
132862,1.3888888888888888,1.3888888888888888,1.4444444444444444
132866,1.4,1.4,1.4
132869,1.1666666666666667,1.3333333333333333,1.1666666666666667
132870,0.6,1.0,0.4
132872,0.9166666666666666,1.1666666666666667,1.1666666666666667
132875,1.125,1.25,1.125
132877,0.75,0.75,1.0
132884,1.1666666666666667,1.1666666666666667,1.1666666666666667
132885,0.6,0.6,0.4
132921,1.2352941176470589,1.1176470588235294,0.8823529411764706
132922,1.8333333333333333,1.5,1.8333333333333333
132925,1.0,1.2,1.2
132937,1.5,1.0,1.0
132951,1.0,0.9,0.9
132954,1.0,0.7777777777777778,0.8888888888888888
132955,2.0,1.8,1.8
132958,1.6666666666666667,1.5,1.5
134975,1.6666666666666667,1.3333333333333333,1.3333333333333333
134976,1.75,1.75,1.0
134983,1.0,1.0,1.2
134986,2.0,2.0,2.0
134987,1.0,0.5,1.0
134992,1.0,1.5,1.0
134996,1.5555555555555556,1.3333333333333333,1.5555555555555556
134999,1.6,1.6,1.6
135000,1.25,1.0,1.0
135001,1.4285714285714286,1.4285714285714286,1.5714285714285714
135011,1.3333333333333333,1.3333333333333333,1.3333333333333333
135013,1.75,2.0,1.75
135016,1.0,1.3333333333333333,1.0
135018,1.5,1.75,1.5
135019,1.3333333333333333,1.5,0.8333333333333334
135021,1.3333333333333333,1.1111111111111112,0.6666666666666666
135025,1.6666666666666667,1.4666666666666666,1.6
135026,1.3636363636363635,1.1818181818181819,1.4545454545454546
135027,0.875,1.375,1.0
135028,1.5333333333333334,1.4,1.2666666666666666
135030,1.5833333333333333,1.3333333333333333,1.4166666666666667
135032,1.1785714285714286,1.0714285714285714,1.0714285714285714
135033,0.75,0.75,1.25
135034,2.0,2.0,1.6
135035,1.5,1.5,1.5
135038,1.2083333333333333,1.1666666666666667,0.9583333333333334
135039,1.25,1.1666666666666667,0.9166666666666666
135040,0.25,0.25,0.25
135041,1.1764705882352942,1.1764705882352942,1.0
135042,1.25,1.25,1.15
135043,0.8888888888888888,1.1111111111111112,1.1111111111111112
135044,1.25,1.25,1.0
135045,1.4615384615384615,1.3076923076923077,1.3076923076923077
135046,1.2727272727272727,1.2727272727272727,0.8181818181818182
135047,1.1,1.2,1.1
135048,1.0,1.3333333333333333,1.3333333333333333
135049,1.0,0.6,1.0
135050,1.25,1.25,1.0
135051,1.4285714285714286,1.2857142857142858,1.0714285714285714
135052,1.28,1.16,1.16
135053,1.125,1.0,0.75
135054,1.0,0.9,1.0
135055,1.7142857142857142,1.7142857142857142,1.7142857142857142
135057,1.2666666666666666,1.3333333333333333,1.3333333333333333
135058,1.1111111111111112,1.0,1.0
135059,1.6666666666666667,1.4444444444444444,1.3333333333333333
135060,1.1363636363636365,1.0454545454545454,1.2727272727272727
135062,1.2380952380952381,1.2380952380952381,1.0952380952380953
135063,1.25,1.0,1.25
135064,0.8823529411764706,1.0588235294117647,0.7058823529411765
135065,1.1111111111111112,1.1111111111111112,0.8888888888888888
135066,1.5,1.0,1.3333333333333333
135069,0.5,0.5,0.75
135070,0.875,1.0,0.75
135071,1.0,0.7777777777777778,0.7777777777777778
135072,1.25,1.375,1.25
135073,1.5,1.5,1.0
135074,1.75,1.75,1.75
135075,1.6923076923076923,1.6923076923076923,1.4615384615384615
135076,1.3076923076923077,1.5384615384615385,1.0769230769230769
135079,1.1764705882352942,1.1176470588235294,0.9411764705882353
135080,1.0,1.0,1.0
135081,1.1818181818181819,1.4545454545454546,1.2727272727272727
135082,0.7777777777777778,0.7777777777777778,0.6666666666666666
135085,1.3333333333333333,1.4722222222222223,1.1666666666666667
135086,0.8,0.6,0.8
135088,1.0,1.1666666666666667,1.0
135104,0.8571428571428571,1.4285714285714286,0.8571428571428571
135106,1.2,1.2,1.2
135108,1.1818181818181819,1.1818181818181819,1.0
135109,1.0,1.25,0.75
